artist_names,artists_id,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,explicit,duration_ms,popularity,year,release_date,song_title (censored),,genre
"[""The Lovin' Spoonful""]",52900,0.59,0.26,0.541,118.771,-12.273,1,7,0.832,0,0.351,0.0386,0,137400,29,1965,Nov-65,Younger ****,,Folk
"[""The Lovin' Spoonful""]",52900,0.79,0.514,0.961,120.227,-8.884,1,2,0.782,0,0.231,0.0336,0,118453,21,1965,1965,Did You Ever Have to Make up Your Mind?,,Folk
"[""The Lovin' Spoonful""]",52900,0.825,0.35,0.835,110.747,-10.269,1,1,0.803,0,0.109,0.0492,0,139053,21,1965,1965,Daydream,,Folk
"[""The Lovin' Spoonful""]",52900,0.604,0.329,0.659,112.455,-13.52,1,2,0.751,1.18E-06,0.162,0.0297,0,131040,29,1966,Nov-66,Rain On The Roof - **** Remaster,,Folk
"[""The Lovin' Spoonful""]",52900,0.691,0.584,0.92,124.696,-8.988,1,0,0.521,0,0.114,0.0455,0,170467,25,1966,Mar-66,Jug Band Music,,Folk
"[""The Lovin' Spoonful""]",52900,0.639,0.623,0.869,130.484,-9.911,1,4,0.81,0.00687,0.0786,0.0265,0,146640,19,1965,1965,You Didn't Have To Be So Nice,,Folk
"[""The Lovin' Spoonful""]",52900,0.49,0.397,0.455,87.616,-9.754,1,9,0.213,7.76E-05,0.0457,0.0278,0,243600,24,1965,Nov-65,Sportin' Life,,Folk
"[""The Lovin' Spoonful""]",52900,0.62,0.448,0.747,88.35,-9.782,1,2,0.35,0.0809,0.501,0.0414,0,147000,25,1966,Nov-66,Lovin' You - **** Remaster,,Folk
"[""The Lovin' Spoonful""]",52900,0.626,0.609,0.956,92.874,-9.425,1,2,0.415,0,0.336,0.035,0,139800,24,1966,Nov-66,Darlin' Companion - **** Remaster,,Folk
"[""The Lovin' Spoonful""]",52900,0.377,0.794,0.956,208.916,-7.433,1,2,0.223,5.58E-06,0.0901,0.0478,0,130600,23,1965,Nov-65,***** In The Bottle,,Folk
"[""The Lovin' Spoonful""]",52900,0.415,0.313,0.359,97.167,-11.505,1,7,0.146,0.104,0.132,0.0271,0,213013,18,1965,1965,Darling Be Home Soon,,Folk
"[""The Lovin' Spoonful""]",52900,0.673,0.482,0.711,115.982,-11.826,0,4,0.413,0,0.33,0.0366,0,120133,23,1966,Mar-66,Warm Baby,,Folk
['Woody Guthrie'],577531,0.553,0.358,0.79,108.685,-12.343,1,2,0.994,0.209,0.302,0.0365,0,134733,13,1962,1962,Hard Traveling,,Folk
['Woody Guthrie'],577531,0.515,0.158,0.548,109.846,-15.854,0,9,0.975,0.00788,0.193,0.0389,0,150013,22,1968,1/1/1968,Little Black Train,,Folk
['Woody Guthrie'],577531,0.631,0.199,0.81,129.131,-17.789,1,7,0.872,0.00177,0.0826,0.0965,0,158560,0,1951,1/1/1951,Talking Columbia,,Folk
['Woody Guthrie'],577531,0.524,0.129,0.319,111.177,-17.328,1,2,0.982,0.00226,0.109,0.051,0,181173,8,1958,1958,Clean-o,,Folk
['Woody Guthrie'],577531,0.557,0.156,0.545,168.286,-12.018,1,1,0.985,0,0.185,0.0736,0,170373,7,1958,1958,My dolly,,Folk
['Woody Guthrie'],577531,0.638,0.0689,0.695,120.16,-16.222,1,4,0.966,1.31E-06,0.102,0.0659,0,141507,34,1991,4/16/1991,I Want My Milk (I Want it Now),,Folk
['Woody Guthrie'],577531,0.69,0.311,0.872,139.349,-11.853,1,0,0.792,0.0505,0.218,0.0521,0,129987,44,2009,1/1/2009,Tear The Facists Down,,Folk
['Woody Guthrie'],577531,0.56,0.2,0.631,112.586,-15.286,1,4,0.983,0.458,0.179,0.0668,0,175933,7,1958,1958,Put your finger in the air,,Folk
['Woody Guthrie'],577531,0.587,0.151,0.507,110.986,-14.943,1,4,0.968,0.00977,0.364,0.0637,0,148827,7,1958,1958,Race you down the mountain,,Folk
['Woody Guthrie'],577531,0.603,0.0639,0.675,108.958,-20.492,1,1,0.969,0.0259,0.115,0.0656,0,159107,8,1960,1960,I Just Want to Sing Your Name,,Folk
['Woody Guthrie'],577531,0.425,0.332,0.421,146.673,-9.921,1,9,0.985,0.886,0.12,0.0342,0,166027,9,1962,1962,900 Miles **************,,Folk
['Woody Guthrie'],577531,0.386,0.19,0.493,177.402,-14.381,1,1,0.931,0.00284,0.104,0.0304,0,181200,9,1962,1962,***** Eyes,,Folk
['Woody Guthrie'],577531,0.448,0.276,0.448,97.166,-15.117,1,5,0.97,0,0.182,0.0288,0,190800,13,1963,1963,This Land Is Your Land,,Folk
['Woody Guthrie'],577531,0.671,0.148,0.638,76.452,-13.024,1,3,0.99,1.25E-05,0.109,0.153,0,237467,8,1960,1960,Red Wine,,Folk
['Woody Guthrie'],577531,0.525,0.2,0.666,106.506,-11.62,1,2,0.86,0.00183,0.181,0.0402,0,118293,9,1962,1962,Dirty Overalls (My Dirty Overhauls),,Folk
['Woody Guthrie'],577531,0.708,0.371,0.496,55.378,-12.11,1,6,0.982,1.62E-06,0.174,0.333,0,105667,6,1958,1958,Howdido,,Folk
['Woody Guthrie'],577531,0.545,0.156,0.85,78.347,-15.172,1,2,0.994,3.74E-05,0.112,0.118,0,211933,6,1958,1958,My yellow crayon,,Folk
['Woody Guthrie'],577531,0.559,0.282,0.618,181.667,-13.113,1,10,0.992,0.000125,0.119,0.112,0,137333,6,1958,1958,Come see,,Folk
['Woody Guthrie'],577531,0.526,0.0978,0.604,72.139,-16.057,1,3,0.992,3.51E-06,0.108,0.167,0,228107,7,1960,1960,We Welcome to Heaven,,Folk
['Woody Guthrie'],577531,0.502,0.468,0.894,111.563,-8.718,1,9,0.972,0.509,0.354,0.0405,0,149400,8,1962,1962,Springfield Mountain,,Folk
['Woody Guthrie'],577531,0.618,0.481,0.84,118.338,-10.323,1,7,0.957,0.141,0.0704,0.0369,0,159000,9,1962,1962,********** John,,Folk
['Woody Guthrie'],577531,0.626,0.131,0.395,105.177,-19.602,0,8,0.963,0.141,0.108,0.0561,0,109200,7,1958,1958,Sleep eye,,Folk
['Woody Guthrie'],577531,0.658,0.275,0.865,128.982,-16.804,1,4,0.982,0.0759,0.284,0.0352,0,178373,18,1968,1/1/1968,Baltimore to Washington,,Folk
['Woody Guthrie'],577531,0.686,0.0793,0.692,116.558,-17.551,1,4,0.985,0.00273,0.088,0.0642,0,118067,5,1958,1958,Merry-go-round,,Folk
['Woody Guthrie'],577531,0.662,0.0613,0.554,111.949,-18.668,1,11,0.993,0.0151,0.106,0.0672,0,254133,6,1960,1960,You Souls of Boston,,Folk
['Woody Guthrie'],577531,0.671,0.108,0.802,139.98,-12.693,1,3,0.987,1.73E-06,0.106,0.164,0,470200,7,1960,1960,Vanzetti's Letter,,Folk
['Woody Guthrie'],577531,0.696,0.235,0.819,72.086,-12.732,1,11,0.974,0.00276,0.108,0.121,0,219627,5,1960,1960,Root Hog and Die,,Folk
['Woody Guthrie'],577531,0.455,0.302,0.681,123.42,-11.423,1,7,0.795,0.0281,0.162,0.0359,0,194400,7,1962,1962,Boll Weevil ***** (Boll Weevil),,Folk
['Woody Guthrie'],577531,0.585,0.0761,0.599,102.04,-18.537,1,2,0.904,5.01E-05,0.255,0.0348,0,155853,8,1951,1/1/1951,This Land is Your Land,,Folk
['Woody Guthrie'],577531,0.694,0.202,0.634,138.357,-15.035,1,11,0.932,0.000751,0.113,0.151,0,112533,21,1958,1958,Riding in my car (Car song),,Folk
['Woody Guthrie'],577531,0.628,0.111,0.693,144.995,-15.043,1,3,0.986,1.15E-05,0.105,0.195,0,227560,21,1960,1960,Two Good Men (Sacco and Vanzetti),,Folk
['Woody Guthrie'],577531,0.632,0.279,0.293,126.141,-12.687,1,8,0.983,0,0.128,0.0454,0,164573,24,1962,1962,John Henry,,Folk
['Woody Guthrie'],577531,0.466,0.193,0.435,91.545,-11.686,1,2,0.984,2.43E-05,0.098,0.0273,0,178640,22,1962,1962,The House of the Rising Sun,,Folk
['Woody Guthrie'],577531,0.614,0.145,0.669,171.647,-14.552,0,8,0.99,5.26E-05,0.109,0.0892,0,147760,17,1958,1958,Don't you push me down,,Folk
['Woody Guthrie'],577531,0.495,0.183,0.6,183.634,-15.217,1,2,0.989,0.908,0.119,0.0504,0,135867,17,1958,1958,Dance around,,Folk
['Woody Guthrie'],577531,0.686,0.0939,0.9,133.154,-15.081,1,3,0.987,0,0.105,0.155,0,218640,17,1960,1960,The Flood and the Storm,,Folk
['Woody Guthrie'],577531,0.547,0.304,0.736,87.176,-10.529,1,4,0.977,0.00283,0.196,0.0379,0,182440,18,1962,1962,We Shall Be Free,,Folk
['Woody Guthrie'],577531,0.672,0.227,0.764,120.47,-13.192,1,2,0.975,0,0.101,0.0541,0,158693,19,1962,1962,What Did the **** Sea Say?,,Folk
['Woody Guthrie'],577531,0.688,0.24,0.748,125.695,-13.168,1,2,0.936,0.392,0.173,0.0685,0,168027,18,1962,1962,Oregon Trail,,Folk
['Woody Guthrie'],577531,0.389,0.127,0.0968,99.437,-18.699,1,7,0.984,0.566,0.11,0.031,0,150173,18,1962,1962,Will You Miss Me?,,Folk
['Woody Guthrie'],577531,0.606,0.0977,0.551,105.593,-15.668,1,3,0.962,0.00148,0.126,0.0451,0,139693,45,1997,2/18/1997,This Land is Your Land,,Folk
['Woody Guthrie'],577531,0.497,0.0919,0.548,206.431,-15.685,1,3,0.968,0.00214,0.133,0.0704,0,139693,48,1999,8/17/1999,This Land is Your Land,,Folk
['Woody Guthrie'],577531,0.515,0.133,0.48,80.876,-12.32,1,1,0.986,1.04E-05,0.118,0.0408,0,190227,12,1958,1958,Wake up,,Folk
['Woody Guthrie'],577531,0.691,0.136,0.742,113.544,-16.086,1,2,0.994,0.0492,0.154,0.0616,0,196560,38,1991,4/16/1991,********* Little Arlo ********** Little Darlin'),,Folk
['Shel Silverstein'],20319,0.523,0.205,0.463,175.53,-10.366,1,3,0.709,0,0.168,0.12,0,199400,12,1962,1962,Bury Me in My Shades,,Folk
['Shel Silverstein'],20319,0.669,0.172,0.333,97.079,-13.075,1,2,0.764,0,0.128,0.327,0,210387,12,1962,1962,The Unicorn,,Folk
['Shel Silverstein'],20319,0.659,0.317,0.587,121.946,-7.363,1,11,0.697,0,0.142,0.175,0,218027,12,1962,1962,** Minutes to Go,,Folk
['Shel Silverstein'],20319,0.73,0.243,0.571,118.159,-8.897,1,3,0.6,0,0.0901,0.191,0,149000,10,1962,1962,Beans Taste Fine,,Folk
['Shel Silverstein'],20319,0.849,0.23,0.809,120.54,-13.441,1,2,0.581,0.00106,0.16,0.0665,0,157627,10,1962,1962,You're Always Welcome at Our House,,Folk
['Shel Silverstein'],20319,0.711,0.275,0.529,113.44,-10.291,1,3,0.671,0,0.109,0.539,0,161107,9,1962,1962,It Does Not Pay to Be Hip,,Folk
['Shel Silverstein'],20319,0.696,0.0613,0.583,124.575,-14.521,1,9,0.575,0,0.142,0.21,0,141907,8,1962,1962,Have Another Espresso,,Folk
['Shel Silverstein'],20319,0.721,0.297,0.627,76.677,-15.65,1,2,0.723,0,0.11,0.946,0,78000,21,1984,1984,Crocodile's Toothache,,Folk
['Shel Silverstein'],20319,0.369,0.784,0.772,173.88,-9.961,1,4,0.406,0,0.11,0.498,0,189240,36,1969,1969,I Got **** and I Missed It,,Folk
['Jackson C. Frank'],130115,0.534,0.352,0.518,92.123,-10.066,1,0,0.724,0,0.214,0.0268,0,227253,25,1965,1965,Relations - **** Remaster,,Folk
['Jackson C. Frank'],130115,0.644,0.349,0.226,125.325,-12.422,1,5,0.878,1.23E-06,0.099,0.0362,0,286067,25,1965,1965,The Visit - **** Remaster,,Folk
['Jackson C. Frank'],130115,0.575,0.366,0.276,123.731,-11.934,1,8,0.781,1.68E-05,0.0858,0.0302,0,302547,24,1965,1965,Prima Donna of Swans - **** Remaster,,Folk
['Jackson C. Frank'],130115,0.374,0.121,0.413,166.212,-13.921,1,1,0.951,0.00349,0.102,0.0309,0,211987,56,1965,1965,***** Run the Game - **** Remaster,,Folk
['Jackson C. Frank'],130115,0.454,0.106,0.318,106.619,-17.133,0,4,0.948,0.098,0.0997,0.0286,0,217267,47,1965,1965,Milk and Honey - **** Remaster,,Folk
['Jackson C. Frank'],130115,0.448,0.37,0.414,103.807,-11.653,1,8,0.76,0,0.113,0.0273,0,224867,45,1965,1965,My Name Is Carnival - **** Remaster,,Folk
['Jackson C. Frank'],130115,0.545,0.154,0.192,103.228,-16.334,1,8,0.939,0.2,0.107,0.0304,0,198147,41,1965,1965,I Want to Be Alone (Dialogue) - **** Remaster,,Folk
['Jackson C. Frank'],130115,0.36,0.158,0.24,178.158,-12.072,1,1,0.893,0.00458,0.114,0.0348,0,194120,34,1965,1965,Kimbie - **** Remaster,,Folk
['Jackson C. Frank'],130115,0.294,0.661,0.646,93.252,-9.079,1,8,0.71,0.000421,0.0981,0.0314,0,177213,32,1965,1965,Don't Look Back - **** Remaster,,Folk
['Jackson C. Frank'],130115,0.407,0.272,0.556,177.121,-12.191,1,1,0.869,0.000302,0.102,0.0289,0,187987,30,1965,1965,You Never Wanted Me - **** Remaster,,Folk
['Jackson C. Frank'],130115,0.602,0.181,0.528,150.061,-15.553,1,1,0.865,0.0215,0.108,0.0332,0,141680,32,1965,1965,Just Like Anything - **** Remaster,,Folk
['Jackson C. Frank'],130115,0.398,0.278,0.0998,104.734,-10.574,1,8,0.89,0.00259,0.129,0.0274,0,241267,30,1965,1965,Here Come the ***** - **** Remaster,,Folk
['Jackson C. Frank'],130115,0.429,0.347,0.359,123.11,-11.689,1,1,0.749,4.89E-05,0.0906,0.0322,0,179547,28,1965,1965,Yellow Walls - **** Remaster,,Folk
['Jackson C. Frank'],130115,0.524,0.186,0.308,130.492,-12.799,1,6,0.932,0.0164,0.117,0.0633,0,285827,28,1965,1965,Marlene - **** Remaster,,Folk
['Jackson C. Frank'],130115,0.349,0.413,0.331,165.944,-11.869,1,3,0.687,0.819,0.104,0.0387,0,260627,26,1965,1965,Marcy's Song - **** Remaster,,Folk
['Alan Lomax'],607804,0.47,0.032,0.333,108.802,-18.036,0,9,0.964,6.17E-06,0.148,0.0419,0,109387,11,1958,1958,All the Pretty Little Horses,,Folk
['Alan Lomax'],607804,0.507,0.295,0.345,79.912,-8.463,0,6,0.915,0.00114,0.372,0.0556,0,167184,14,1957,1957,Rosie,,Folk
['Alan Lomax'],607804,0.46,0.216,0.283,78.428,-9.984,1,0,0.859,0.000587,0.206,0.275,0,180001,9,1957,1957,Old Alabama,,Folk
['Alan Lomax'],607804,0.507,0.0153,0.306,74.63,-13.254,1,5,0.954,0.00148,0.292,0.0435,0,127710,9,1957,1957,"No More, My Lawd",,Folk
['Alan Lomax'],607804,0.399,0.0497,0.441,71.725,-13.717,1,9,0.971,2.41E-05,0.372,0.0401,0,48298,8,1957,1957,******** Home,,Folk
['Alan Lomax'],607804,0.465,0.212,0.741,97.481,-9.925,0,7,0.877,0,0.108,0.0338,0,204133,6,1958,1958,The Rich Old Lady,,Folk
['Alan Lomax'],607804,0.409,0.341,0.652,187.163,-12.457,1,5,0.939,0.839,0.113,0.0295,0,133321,8,1958,9/2/1958,Ciribiribin,,Folk
['Alan Lomax'],607804,0.567,0.419,0.553,108.876,-6.599,1,2,0.897,0,0.112,0.0329,0,223520,8,1958,1958,I'm Bound to Follow the Longhorn ****,,Folk
['Alan Lomax'],607804,0.432,0.348,0.427,178.763,-7.378,1,4,0.842,0,0.116,0.0366,0,192373,7,1958,1958,Lord Lovell,,Folk
['Alan Lomax'],607804,0.569,0.0171,0.269,136.807,-13.325,0,9,0.958,0.00185,0.173,0.0388,0,129400,32,1990,1990,"No More, My Lawd",,Folk
['Alan Lomax'],607804,0.789,0.352,0.659,139.616,-9.337,1,8,0.948,0.000778,0.0867,0.66,0,278082,16,1957,1957,Early in the Mornin',,Folk
['Alan Lomax'],607804,0.284,0.316,0.26,169.416,-10.559,1,2,0.837,0,0.143,0.0292,0,188680,13,1958,1958,Rambling Gambler,,Folk
['Arlo Guthrie'],927736,0.57,0.252,0.457,116.287,-16.581,1,5,0.603,0,0.254,0.0336,0,161973,24,1967,8/28/1967,Highway in the Wind,,Folk
['Arlo Guthrie'],927736,0.245,0.327,0.441,205.187,-13.74,1,11,0.737,0,0.13,0.0341,0,184960,22,1967,8/28/1967,Chilling of the Evening,,Folk
['Arlo Guthrie'],927736,0.607,0.52,0.929,81.866,-12.73,1,0,0.461,0,0.0577,0.033,0,135907,22,1967,8/28/1967,Ring A-Around-A-Rosy Rag,,Folk
['Arlo Guthrie'],927736,0.427,0.395,0.542,144.426,-7.361,1,5,0.714,0,0.155,0.0298,0,230493,25,1974,8/2/1974,Deportees,,Folk
['Arlo Guthrie'],927736,0.574,0.692,0.903,144.867,-9.438,1,0,0.551,1.01E-05,0.154,0.0383,0,150493,26,1969,8/2/1969,Wheel of Fortune - Remastered,,Folk
['Arlo Guthrie'],927736,0.615,0.407,0.158,79.78,-11.894,1,7,0.741,0.00388,0.973,0.0763,0,477107,21,1968,7/22/1968,The Motorcycle Song - Remastered,,Folk
['Arlo Guthrie'],927736,0.625,0.573,0.75,143.94,-8.624,1,7,0.645,0,0.0799,0.0402,0,207160,23,1969,8/2/1969,Oklahoma Hills - Remastered,,Folk
['Arlo Guthrie'],927736,0.647,0.37,0.529,138.854,-12.623,1,5,0.0729,2.36E-06,0.0581,0.0339,0,143667,19,1967,8/28/1967,Now and Then,,Folk
['Arlo Guthrie'],927736,0.49,0.535,0.299,140.615,-11.852,1,2,0.452,0.0213,0.764,0.0565,0,398680,20,1968,7/22/1968,Meditation (Wave Upon Wave) - Remastered,,Folk
['Arlo Guthrie'],927736,0.583,0.622,0.825,99.664,-8.815,1,0,0.379,4.47E-05,0.396,0.0303,0,140173,23,1969,8/2/1969,Every **** in the Land - Remastered,,Folk
['Arlo Guthrie'],927736,0.561,0.366,0.646,78.659,-14.14,1,9,0.851,0,0.813,0.327,0,1116933,50,1967,8/28/1967,Alice's Restaurant *********,,Folk
['Arlo Guthrie'],927736,0.558,0.744,0.54,128.949,-7.791,0,4,0.569,0.000148,0.24,0.037,0,186507,48,1969,8/2/1969,Coming into Los Angeles - Remastered,,Folk
['Arlo Guthrie'],927736,0.428,0.392,0.602,152.822,-14.087,1,6,0.695,0.000146,0.0953,0.0384,0,170933,37,1967,8/28/1967,The Motorcycle Song,,Folk
['Arlo Guthrie'],927736,0.616,0.577,0.592,145.863,-8.834,1,1,0.535,0,0.0808,0.0407,0,274507,55,2004,2004,The City of New Orleans,,Folk
['Arlo Guthrie'],927736,0.603,0.552,0.641,101.636,-10.435,1,8,0.707,0.000258,0.283,0.0424,0,202200,33,1968,7/22/1968,Wouldn't You Believe It - Remastered,,Folk
['Arlo Guthrie'],927736,0.647,0.181,0.505,104.326,-19.425,1,8,0.622,0,0.16,0.0319,0,198093,31,1967,8/28/1967,I'm Going Home,,Folk
"['Bert Jansch', 'John Renbourn']",756656,0.565,0.263,0.494,80.105,-15.327,0,8,0.416,0.000113,0.108,0.0365,0,183822,30,1966,9/1/1966,Soho - **** Remaster,,Folk
"['Bert Jansch', 'John Renbourn']",756656,0.619,0.304,0.256,133.446,-14.085,0,10,0.537,0.509,0.104,0.289,0,103224,22,1966,9/1/1966,Piano Tune - **** Remaster,,Folk
"['Bert Jansch', 'John Renbourn']",756656,0.598,0.0799,0.244,106.417,-18.492,1,2,0.794,0.59,0.112,0.0449,0,235689,23,1966,9/1/1966,Goodbye Pork Pie Hat - **** Remaster,,Folk
"['Bert Jansch', 'John Renbourn']",756656,0.388,0.414,0.0725,87.398,-14.068,1,9,0.617,0.004,0.0927,0.0577,0,88985,34,1966,9/1/1966,East Wind - **** Remaster,,Folk
['Bert Jansch'],756656,0.645,0.214,0.31,106.343,-13.355,1,4,0.672,0.0159,0.138,0.0298,0,221440,17,1966,1/1/1966,Black Water Side,,Folk
['Bert Jansch'],756656,0.607,0.0915,0.395,129.196,-20.868,1,2,0.724,0.248,0.107,0.0409,0,182074,26,1965,1/1/1965,Strolling Down the Highway - **** Remaster,,Folk
['Bert Jansch'],756656,0.384,0.127,0.232,189.014,-18.219,0,7,0.967,0.0292,0.113,0.0348,0,200573,12,1965,1/1/1965,Needle of Death,,Folk
['Bert Jansch'],756656,0.631,0.131,0.409,129.429,-18.004,1,2,0.798,0.348,0.104,0.0392,0,186800,12,1965,1/1/1965,Strolling Down the Highway,,Folk
['Bert Jansch'],756656,0.365,0.111,0.175,177.383,-22.346,1,4,0.904,0.00635,0.105,0.0401,0,144400,11,1965,1/1/1965,Running from Home,,Folk
['Bert Jansch'],756656,0.42,0.246,0.258,127.047,-15.259,0,2,0.731,0.841,0.146,0.0407,0,171712,24,1965,1/1/1965,Smokey River - **** Remaster,,Folk
